timestamp,player_index,packets_received,packets_sent,x,y,is_it
190372,1,8347,8347,96.1268,471.264,1
190434,0,8813,8813,241.417,695.859,0
190434,1,8349,8349,96.1268,471.264,1
190497,0,8815,8815,241.417,695.859,0
190497,1,8352,8352,96.1268,471.264,1
190561,0,8817,8817,241.417,695.859,0
190561,1,8354,8354,96.1268,471.264,1
190624,0,8819,8819,241.417,695.859,0
190624,1,8356,8356,96.1268,471.264,1
190686,0,8821,8821,241.417,695.859,0
190686,1,8358,8358,96.1268,471.264,1
190748,0,8823,8823,241.417,695.859,0
190748,1,8360,8360,96.1268,471.264,1
190811,0,8825,8825,241.417,695.859,0
190811,1,8362,8362,96.1268,471.264,1
190874,0,8827,8827,241.417,695.859,0
190874,1,8364,8364,96.1268,471.264,1
190937,0,8829,8829,241.417,695.859,0
190937,1,8366,8366,96.1268,471.264,1
190993,0,8831,8831,241.417,695.859,0
190993,1,8368,8368,96.1268,471.264,1
191057,0,8833,8833,241.417,695.859,0
191057,1,8370,8370,96.1268,471.264,1
191119,0,8835,8835,241.417,695.859,0
191119,1,8372,8372,96.1268,471.264,1
191173,0,8837,8837,241.417,695.859,0
191173,1,8374,8374,96.1268,471.264,1
191235,0,8840,8840,241.417,695.859,0
191235,1,8377,8377,96.1268,471.264,1
191299,0,8842,8842,241.417,695.859,0
191299,1,8379,8379,96.1268,471.264,1
191361,0,8844,8844,241.417,695.859,0
191361,1,8381,8381,96.1268,471.264,1
191421,0,8846,8846,241.417,695.859,0
191421,1,8383,8383,96.1268,471.264,1
191476,0,8848,8848,241.417,695.859,0
191476,1,8385,8385,96.1268,471.264,1
191534,0,8851,8851,241.417,695.859,0
191534,1,8388,8388,96.1268,471.264,1
191597,0,8853,8853,241.417,695.859,0
191597,1,8390,8390,96.1268,471.264,1
191659,0,8855,8855,241.417,695.859,0
191659,1,8392,8392,96.1268,471.264,1
191718,0,8856,8856,241.417,695.859,0
191718,1,8394,8394,96.1268,471.264,1
191782,0,8858,8858,241.417,695.859,0
